name,pred,gt,dice,iou,precision,recall,specificity,hd95,object_f1,object_precision,object_recall,object_dice,n_pred,n_gt
testA_56,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testA_56.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testA_56.png,0.8290517021110843,0.7080173425303065,0.7970698153943544,0.8637073758264586,0.7127072453208014,70.72411180426306,0.21818181818181817,0.13043478260869565,0.6666666666666666,0.7425386980159295,46,9
testA_57,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testA_57.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testA_57.png,0.7590408340047564,0.6116565756591597,0.9683708838823031,0.6241253804410777,0.924312674744591,88.54631551966622,0.1818181818181818,0.1111111111111111,0.5,0.8157578449188883,36,8
testA_58,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testA_58.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testA_58.png,0.7430957463430143,0.5912110999559554,0.8604195804202536,0.6539283423452619,0.780284684002427,40.24922359499622,0.29411764705882354,0.20408163265306123,0.5263157894736842,0.7927946333566527,49,19
testA_59,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testA_59.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testA_59.png,0.7900495084909164,0.6529601946822424,0.9404507377942767,0.681121422122807,0.9076580248933742,64.0,0.26666666666666666,0.1568627450980392,0.8888888888888888,0.7960670609341643,51,9
testA_6,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testA_6.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testA_6.png,0.7050631401203492,0.544476848227891,0.7518116030680957,0.6637880758096252,0.7069179700833361,70.8360779603762,0.03389830508474576,0.018867924528301886,0.16666666666666666,0.7818359605881839,53,6
testA_60,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testA_60.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testA_60.png,0.593470157392648,0.4219392574667617,0.6178118363724026,0.5709738855381323,0.7808535779384316,149.69452213452266,0.15625000000000003,0.09803921568627451,0.38461538461538464,0.8051449343327356,51,13
testA_7,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testA_7.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testA_7.png,0.4686462807947637,0.3060339847807624,0.48931925490080813,0.44964930030181455,0.731359295379883,132.87287079691785,0.0,0.0,0.0,0.0,21,5
testA_8,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testA_8.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testA_8.png,0.754711560001766,0.6060536143769194,0.8802160541164431,0.6605306339918571,0.8758864204803538,66.49248027323725,0.22535211267605634,0.13333333333333333,0.7272727272727273,0.8038626358158684,60,11
testA_9,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testA_9.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testA_9.png,0.5251098354528121,0.3560331800134113,0.8033052473187007,0.39003534825138053,0.7118928472168087,33.1058907144937,0.14285714285714285,0.10714285714285714,0.21428571428571427,0.7648896695012805,28,14
testB_1,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testB_1.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testB_1.png,0.6408266182638251,0.4714826135332754,0.7157204536417902,0.5801219688300197,0.8706537554568236,121.14432076628391,0.10810810810810811,0.058823529411764705,0.6666666666666666,0.7908921741399949,34,3
testB_10,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testB_10.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testB_10.png,0.733929404514332,0.5796907432588261,0.8288870090642713,0.6584922832348651,0.7544174881905161,78.0,0.1176470588235294,0.06779661016949153,0.4444444444444444,0.8010875921454402,59,9
testB_11,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testB_11.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testB_11.png,0.6792656034900177,0.5143090126872963,0.8340084605314816,0.5729582860636768,0.8279821917988766,79.62411694957753,0.12307692307692308,0.06666666666666667,0.8,0.8216007423312197,60,5
testB_12,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testB_12.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testB_12.png,0.7831093569949111,0.6435330582062656,0.8102926337041481,0.7576907412719001,0.7190033023134129,69.31089380465383,0.10344827586206896,0.057692307692307696,0.5,0.8333700574648093,52,6
testB_13,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testB_13.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testB_13.png,0.7765674404262345,0.6347447878105066,0.8125148139378974,0.7436660804716172,0.8021437048637718,66.14377759546923,0.2857142857142857,0.17647058823529413,0.75,0.8590878032731863,34,8
testB_14,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testB_14.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testB_14.png,0.6397809199848962,0.4703513789701234,0.8339317031217206,0.5189599077511738,0.904540223873244,67.67569726275453,0.0,0.0,0.0,0.0,58,2
testB_15,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testB_15.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testB_15.png,0.7323413355123194,0.5777117737047012,0.6977166498951237,0.7705820168560095,0.6656227117117615,66.09084526814115,0.0,0.0,0.0,0.0,31,7
testB_16,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testB_16.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testB_16.png,0.8204449093187761,0.6955545491694809,0.8650046277156219,0.7802511679138133,0.7214805184274856,57.572562359613464,0.3448275862068965,0.22727272727272727,0.7142857142857143,0.7787113868998179,22,7
testB_17,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testB_17.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testB_17.png,0.5369981464801448,0.36705226667315516,0.8533145084485457,0.3917717298615437,0.7355981735192013,89.0,0.0,0.0,0.0,0.0,70,3
testB_18,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testB_18.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testB_18.png,0.6629828519752405,0.4958671270267126,0.8217539130712056,0.5556296547914586,0.8216413701798443,58.59180830116101,0.16438356164383564,0.09230769230769231,0.75,0.7905521314340774,65,8
testB_19,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testB_19.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testB_19.png,0.7660987667298007,0.6208752743528113,0.8615216991791493,0.6897062687210882,0.9015216579541565,55.46169849544819,0.21818181818181817,0.125,0.8571428571428571,0.7789944521723843,48,7
testB_2,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testB_2.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testB_2.png,0.6599197889363732,0.4924479769863732,0.719455724159249,0.6094841503361573,0.77028189759631,86.55171568174273,0.03773584905660378,0.021739130434782608,0.14285714285714285,0.847345132777136,46,7
testB_20,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testB_20.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testB_20.png,0.7930422184665521,0.6570587891314836,0.9223998997596713,0.6955044356201706,0.8159892626270095,77.38862965578342,0.14285714285714285,0.08333333333333333,0.5,0.8597700595315282,36,6
testB_3,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testB_3.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testB_3.png,0.6273657157803293,0.457052343070614,0.8053715690714199,0.5138032452351341,0.799346891268393,79.10214904111785,0.07142857142857142,0.03896103896103896,0.42857142857142855,0.8399542489858226,77,7
testB_4,D:\1unified_seg\test_results\visuals\uagland_glas\masks\testB_4.png,D:\1unified_seg\Gland_Segmentation\UAGlandSeg\train_out\glas\uagland\splits\test_labels\testB_4.png,0.4813504449152789,0.31695952717023046,0.6501443412367514,0.3821378140161748,0.6305193952282385,78.86951212044823,0.0,0.0,0.0,0.0,28,4
